"pid","wave","item_id","value","answer_status","missing_code","source_mode","answered"
"P000153",2021,"LSAT","5","answered",,"paper",1
"P000153",2021,"TRN",,"not_applicable","not_applicable","paper",0
"P000154",2021,"EMP","employed","answered",,"phone",1
"P000154",2021,"INC","1900","answered",,"phone",1
"P000154",2021,"LSAT","7","answered",,"phone",1
"P000154",2021,"TRN","8","answered",,"phone",1
"P000155",2021,"EMP","retired","answered",,"web",1
"P000155",2021,"INC",,"not_applicable","not_applicable","web",0
"P000155",2021,"LSAT",,"no_answer","no_answer","web",0
"P000155",2021,"TRN",,"not_applicable","not_applicable","web",0
"P000001",2022,"EMP","retired","answered",,"paper",1
"P000001",2022,"INC",,"not_applicable","not_applicable","paper",0
"P000001",2022,"LSAT","6","answered",,"paper",1
"P000001",2022,"TRN",,"not_applicable","not_applicable","paper",0
"P000002",2022,"EMP","employed","answered",,"web",1
"P000002",2022,"INC","1880","answered",,"web",1
"P000002",2022,"LSAT","7","answered",,"web",1
"P000002",2022,"TRN","7","answered",,"web",1
"P000003",2022,"EMP","employed","answered",,"web",1
"P000003",2022,"INC","1090","answered",,"web",1
"P000003",2022,"LSAT",,"no_answer","no_answer","web",0
"P000003",2022,"TRN","5","answered",,"web",1
"P000004",2022,"EMP","employed","answered",,"web",1
"P000004",2022,"INC","1050","answered",,"web",1
"P000004",2022,"LSAT","6","answered",,"web",1
"P000004",2022,"TRN","3","answered",,"web",1
"P000005",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000005",2022,"INC",,"not_applicable","not_applicable","web",0
"P000005",2022,"LSAT","6","answered",,"web",1
"P000005",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000006",2022,"EMP","retired","answered",,"web",1
"P000006",2022,"INC",,"not_applicable","not_applicable","web",0
"P000006",2022,"LSAT",,"no_answer","no_answer","web",0
"P000006",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000007",2022,"EMP","employed","answered",,"web",1
"P000007",2022,"INC","1030","answered",,"web",1
"P000007",2022,"LSAT","7","answered",,"web",1
"P000007",2022,"TRN","7","answered",,"web",1
"P000008",2022,"EMP","retired","answered",,"web",1
"P000008",2022,"INC",,"not_applicable","not_applicable","web",0
"P000008",2022,"LSAT","6","answered",,"web",1
"P000008",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000009",2022,"EMP","employed","answered",,"web",1
"P000009",2022,"INC","1890","answered",,"web",1
"P000009",2022,"LSAT","7","answered",,"web",1
"P000009",2022,"TRN","6","answered",,"web",1
"P000010",2022,"EMP","retired","answered",,"web",1
"P000010",2022,"INC",,"not_applicable","not_applicable","web",0
"P000010",2022,"LSAT","6","answered",,"web",1
"P000010",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000011",2022,"EMP","education","answered",,"web",1
"P000011",2022,"INC",,"not_applicable","not_applicable","web",0
"P000011",2022,"LSAT","6","answered",,"web",1
"P000011",2022,"TRN","9","answered",,"web",1
"P000012",2022,"EMP","employed","answered",,"web",1
"P000012",2022,"INC","2970","answered",,"web",1
"P000012",2022,"LSAT","7","answered",,"web",1
"P000012",2022,"TRN","9","answered",,"web",1
"P000013",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000013",2022,"INC",,"not_applicable","not_applicable","web",0
"P000013",2022,"LSAT","7","answered",,"web",1
"P000013",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000014",2022,"EMP","unemployed","answered",,"phone",1
"P000014",2022,"INC",,"not_applicable","not_applicable","phone",0
"P000014",2022,"LSAT","6","answered",,"phone",1
"P000014",2022,"TRN",,"not_applicable","not_applicable","phone",0
"P000015",2022,"EMP","retired","answered",,"paper",1
"P000015",2022,"INC",,"not_applicable","not_applicable","paper",0
"P000015",2022,"LSAT","6","answered",,"paper",1
"P000015",2022,"TRN",,"not_applicable","not_applicable","paper",0
"P000017",2022,"EMP","retired","answered",,"web",1
"P000017",2022,"INC",,"not_applicable","not_applicable","web",0
"P000017",2022,"LSAT","6","answered",,"web",1
"P000017",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000018",2022,"EMP","unemployed","answered",,"web",1
"P000018",2022,"INC",,"not_applicable","not_applicable","web",0
"P000018",2022,"LSAT","6","answered",,"web",1
"P000018",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000019",2022,"EMP","retired","answered",,"web",1
"P000019",2022,"INC",,"not_applicable","not_applicable","web",0
"P000019",2022,"LSAT",,"no_answer","no_answer","web",0
"P000019",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000021",2022,"EMP","retired","answered",,"web",1
"P000021",2022,"INC",,"not_applicable","not_applicable","web",0
"P000021",2022,"LSAT","7","answered",,"web",1
"P000021",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000022",2022,"EMP","employed","answered",,"web",1
"P000022",2022,"INC",,"no_answer","no_answer","web",0
"P000022",2022,"LSAT","7","answered",,"web",1
"P000022",2022,"TRN","2","answered",,"web",1
"P000024",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000024",2022,"INC",,"not_applicable","not_applicable","web",0
"P000024",2022,"LSAT","6","answered",,"web",1
"P000024",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000025",2022,"EMP","unemployed","answered",,"web",1
"P000025",2022,"INC",,"not_applicable","not_applicable","web",0
"P000025",2022,"LSAT","6","answered",,"web",1
"P000025",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000026",2022,"EMP","retired","answered",,"web",1
"P000026",2022,"INC",,"not_applicable","not_applicable","web",0
"P000026",2022,"LSAT","6","answered",,"web",1
"P000026",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000027",2022,"EMP","employed","answered",,"web",1
"P000027",2022,"INC","4160","answered",,"web",1
"P000027",2022,"LSAT","8","answered",,"web",1
"P000027",2022,"TRN","5","answered",,"web",1
"P000028",2022,"EMP","employed","answered",,"web",1
"P000028",2022,"INC","3560","answered",,"web",1
"P000028",2022,"LSAT","7","answered",,"web",1
"P000028",2022,"TRN","3","answered",,"web",1
"P000029",2022,"EMP","employed","answered",,"web",1
"P000029",2022,"INC","4740","answered",,"web",1
"P000029",2022,"LSAT","7","answered",,"web",1
"P000029",2022,"TRN","4","answered",,"web",1
"P000030",2022,"EMP","unemployed","answered",,"phone",1
"P000030",2022,"INC",,"not_applicable","not_applicable","phone",0
"P000030",2022,"LSAT","6","answered",,"phone",1
"P000030",2022,"TRN",,"not_applicable","not_applicable","phone",0
"P000032",2022,"EMP","employed","answered",,"paper",1
"P000032",2022,"INC","6720","answered",,"paper",1
"P000032",2022,"LSAT","8","answered",,"paper",1
"P000032",2022,"TRN","5","answered",,"paper",1
"P000034",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000034",2022,"INC",,"not_applicable","not_applicable","web",0
"P000034",2022,"LSAT","7","answered",,"web",1
"P000034",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000035",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000035",2022,"INC",,"not_applicable","not_applicable","web",0
"P000035",2022,"LSAT","7","answered",,"web",1
"P000035",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000036",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000036",2022,"INC",,"not_applicable","not_applicable","web",0
"P000036",2022,"LSAT","6","answered",,"web",1
"P000036",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000038",2022,"EMP","employed","answered",,"web",1
"P000038",2022,"INC","3600","answered",,"web",1
"P000038",2022,"LSAT","7","answered",,"web",1
"P000038",2022,"TRN","5","answered",,"web",1
"P000039",2022,"EMP","employed","answered",,"web",1
"P000039",2022,"INC","2290","answered",,"web",1
"P000039",2022,"LSAT","7","answered",,"web",1
"P000039",2022,"TRN","0","answered",,"web",1
"P000041",2022,"EMP","retired","answered",,"phone",1
"P000041",2022,"INC",,"not_applicable","not_applicable","phone",0
"P000041",2022,"LSAT","6","answered",,"phone",1
"P000041",2022,"TRN",,"not_applicable","not_applicable","phone",0
"P000042",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000042",2022,"INC",,"not_applicable","not_applicable","web",0
"P000042",2022,"LSAT","6","answered",,"web",1
"P000042",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000043",2022,"EMP","employed","answered",,"web",1
"P000043",2022,"INC","1610","answered",,"web",1
"P000043",2022,"LSAT","7","answered",,"web",1
"P000043",2022,"TRN","3","answered",,"web",1
"P000044",2022,"EMP","not_in_labor_force","answered",,"phone",1
"P000044",2022,"INC",,"not_applicable","not_applicable","phone",0
"P000044",2022,"LSAT","6","answered",,"phone",1
"P000044",2022,"TRN",,"not_applicable","not_applicable","phone",0
"P000045",2022,"EMP","retired","answered",,"web",1
"P000045",2022,"INC",,"not_applicable","not_applicable","web",0
"P000045",2022,"LSAT","6","answered",,"web",1
"P000045",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000046",2022,"EMP","employed","answered",,"web",1
"P000046",2022,"INC","1610","answered",,"web",1
"P000046",2022,"LSAT","7","answered",,"web",1
"P000046",2022,"TRN","4","answered",,"web",1
"P000047",2022,"EMP","retired","answered",,"web",1
"P000047",2022,"INC",,"not_applicable","not_applicable","web",0
"P000047",2022,"LSAT","6","answered",,"web",1
"P000047",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000048",2022,"EMP","employed","answered",,"web",1
"P000048",2022,"INC","2240","answered",,"web",1
"P000048",2022,"LSAT","7","answered",,"web",1
"P000048",2022,"TRN","5","answered",,"web",1
"P000049",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000049",2022,"INC",,"not_applicable","not_applicable","web",0
"P000049",2022,"LSAT","6","answered",,"web",1
"P000049",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000050",2022,"EMP","retired","answered",,"paper",1
"P000050",2022,"INC",,"not_applicable","not_applicable","paper",0
"P000050",2022,"LSAT","6","answered",,"paper",1
"P000050",2022,"TRN",,"not_applicable","not_applicable","paper",0
"P000051",2022,"EMP","unemployed","answered",,"web",1
"P000051",2022,"INC",,"not_applicable","not_applicable","web",0
"P000051",2022,"LSAT","6","answered",,"web",1
"P000051",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000052",2022,"EMP","employed","answered",,"web",1
"P000052",2022,"INC",,"no_answer","no_answer","web",0
"P000052",2022,"LSAT","6","answered",,"web",1
"P000052",2022,"TRN","6","answered",,"web",1
"P000053",2022,"EMP","employed","answered",,"web",1
"P000053",2022,"INC","3710","answered",,"web",1
"P000053",2022,"LSAT","7","answered",,"web",1
"P000053",2022,"TRN","5","answered",,"web",1
"P000054",2022,"EMP","employed","answered",,"web",1
"P000054",2022,"INC","1420","answered",,"web",1
"P000054",2022,"LSAT","7","answered",,"web",1
"P000054",2022,"TRN","5","answered",,"web",1
"P000055",2022,"EMP","employed","answered",,"web",1
"P000055",2022,"INC","2050","answered",,"web",1
"P000055",2022,"LSAT","7","answered",,"web",1
"P000055",2022,"TRN","4","answered",,"web",1
"P000056",2022,"EMP","employed","answered",,"web",1
"P000056",2022,"INC","1100","answered",,"web",1
"P000056",2022,"LSAT","6","answered",,"web",1
"P000056",2022,"TRN","3","answered",,"web",1
"P000060",2022,"EMP","employed","answered",,"web",1
"P000060",2022,"INC","980","answered",,"web",1
"P000060",2022,"LSAT","6","answered",,"web",1
"P000060",2022,"TRN","6","answered",,"web",1
"P000061",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000061",2022,"INC",,"not_applicable","not_applicable","web",0
"P000061",2022,"LSAT","6","answered",,"web",1
"P000061",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000063",2022,"EMP","employed","answered",,"web",1
"P000063",2022,"INC","5710","answered",,"web",1
"P000063",2022,"LSAT","7","answered",,"web",1
"P000063",2022,"TRN","6","answered",,"web",1
"P000064",2022,"EMP","employed","answered",,"web",1
"P000064",2022,"INC","3410","answered",,"web",1
"P000064",2022,"LSAT","7","answered",,"web",1
"P000064",2022,"TRN","6","answered",,"web",1
"P000066",2022,"EMP","employed","answered",,"web",1
"P000066",2022,"INC","4400","answered",,"web",1
"P000066",2022,"LSAT","7","answered",,"web",1
"P000066",2022,"TRN","1","answered",,"web",1
"P000067",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000067",2022,"INC",,"not_applicable","not_applicable","web",0
"P000067",2022,"LSAT","7","answered",,"web",1
"P000067",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000068",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000068",2022,"INC",,"not_applicable","not_applicable","web",0
"P000068",2022,"LSAT","6","answered",,"web",1
"P000068",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000069",2022,"EMP","employed","answered",,"web",1
"P000069",2022,"INC","1570","answered",,"web",1
"P000069",2022,"LSAT","7","answered",,"web",1
"P000069",2022,"TRN","2","answered",,"web",1
"P000070",2022,"EMP","employed","answered",,"web",1
"P000070",2022,"INC","2730","answered",,"web",1
"P000070",2022,"LSAT","7","answered",,"web",1
"P000070",2022,"TRN","7","answered",,"web",1
"P000072",2022,"EMP","retired","answered",,"web",1
"P000072",2022,"INC",,"not_applicable","not_applicable","web",0
"P000072",2022,"LSAT","6","answered",,"web",1
"P000072",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000073",2022,"EMP","retired","answered",,"phone",1
"P000073",2022,"INC",,"not_applicable","not_applicable","phone",0
"P000073",2022,"LSAT","7","answered",,"phone",1
"P000073",2022,"TRN",,"not_applicable","not_applicable","phone",0
"P000074",2022,"EMP","employed","answered",,"web",1
"P000074",2022,"INC","2120","answered",,"web",1
"P000074",2022,"LSAT","7","answered",,"web",1
"P000074",2022,"TRN","6","answered",,"web",1
"P000075",2022,"EMP","employed","answered",,"web",1
"P000075",2022,"INC","3730","answered",,"web",1
"P000075",2022,"LSAT","7","answered",,"web",1
"P000075",2022,"TRN","4","answered",,"web",1
"P000076",2022,"EMP","retired","answered",,"web",1
"P000076",2022,"INC",,"not_applicable","not_applicable","web",0
"P000076",2022,"LSAT","6","answered",,"web",1
"P000076",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000077",2022,"EMP","employed","answered",,"web",1
"P000077",2022,"INC","3580","answered",,"web",1
"P000077",2022,"LSAT","7","answered",,"web",1
"P000077",2022,"TRN","5","answered",,"web",1
"P000078",2022,"EMP","retired","answered",,"web",1
"P000078",2022,"INC",,"not_applicable","not_applicable","web",0
"P000078",2022,"LSAT","7","answered",,"web",1
"P000078",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000080",2022,"EMP","employed","answered",,"phone",1
"P000080",2022,"INC","1300","answered",,"phone",1
"P000080",2022,"LSAT",,"no_answer","no_answer","phone",0
"P000080",2022,"TRN","3","answered",,"phone",1
"P000082",2022,"EMP","employed","answered",,"web",1
"P000082",2022,"INC","3560","answered",,"web",1
"P000082",2022,"LSAT","7","answered",,"web",1
"P000082",2022,"TRN","8","answered",,"web",1
"P000084",2022,"EMP","unemployed","answered",,"paper",1
"P000084",2022,"INC",,"not_applicable","not_applicable","paper",0
"P000084",2022,"LSAT","6","answered",,"paper",1
"P000084",2022,"TRN",,"not_applicable","not_applicable","paper",0
"P000086",2022,"EMP","employed","answered",,"web",1
"P000086",2022,"INC","3260","answered",,"web",1
"P000086",2022,"LSAT","7","answered",,"web",1
"P000086",2022,"TRN","6","answered",,"web",1
"P000088",2022,"EMP","employed","answered",,"web",1
"P000088",2022,"INC","2250","answered",,"web",1
"P000088",2022,"LSAT","7","answered",,"web",1
"P000088",2022,"TRN","3","answered",,"web",1
"P000089",2022,"EMP","retired","answered",,"web",1
"P000089",2022,"INC",,"not_applicable","not_applicable","web",0
"P000089",2022,"LSAT","6","answered",,"web",1
"P000089",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000090",2022,"EMP","employed","answered",,"web",1
"P000090",2022,"INC","2740","answered",,"web",1
"P000090",2022,"LSAT","7","answered",,"web",1
"P000090",2022,"TRN","7","answered",,"web",1
"P000093",2022,"EMP","retired","answered",,"web",1
"P000093",2022,"INC",,"not_applicable","not_applicable","web",0
"P000093",2022,"LSAT","7","answered",,"web",1
"P000093",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000094",2022,"EMP","retired","answered",,"web",1
"P000094",2022,"INC",,"not_applicable","not_applicable","web",0
"P000094",2022,"LSAT","7","answered",,"web",1
"P000094",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000095",2022,"EMP","employed","answered",,"web",1
"P000095",2022,"INC","1150","answered",,"web",1
"P000095",2022,"LSAT","6","answered",,"web",1
"P000095",2022,"TRN","2","answered",,"web",1
"P000097",2022,"EMP","unemployed","answered",,"phone",1
"P000097",2022,"INC",,"not_applicable","not_applicable","phone",0
"P000097",2022,"LSAT","6","answered",,"phone",1
"P000097",2022,"TRN",,"not_applicable","not_applicable","phone",0
"P000098",2022,"EMP","unemployed","answered",,"web",1
"P000098",2022,"INC",,"not_applicable","not_applicable","web",0
"P000098",2022,"LSAT","6","answered",,"web",1
"P000098",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000099",2022,"EMP","unemployed","answered",,"web",1
"P000099",2022,"INC",,"not_applicable","not_applicable","web",0
"P000099",2022,"LSAT","5","answered",,"web",1
"P000099",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000101",2022,"EMP","not_in_labor_force","answered",,"phone",1
"P000101",2022,"INC",,"not_applicable","not_applicable","phone",0
"P000101",2022,"LSAT","7","answered",,"phone",1
"P000101",2022,"TRN",,"not_applicable","not_applicable","phone",0
"P000102",2022,"EMP","retired","answered",,"paper",1
"P000102",2022,"INC",,"not_applicable","not_applicable","paper",0
"P000102",2022,"LSAT","6","answered",,"paper",1
"P000102",2022,"TRN",,"not_applicable","not_applicable","paper",0
"P000103",2022,"EMP","employed","answered",,"web",1
"P000103",2022,"INC","1490","answered",,"web",1
"P000103",2022,"LSAT","7","answered",,"web",1
"P000103",2022,"TRN","7","answered",,"web",1
"P000104",2022,"EMP","unemployed","answered",,"web",1
"P000104",2022,"INC",,"not_applicable","not_applicable","web",0
"P000104",2022,"LSAT","5","answered",,"web",1
"P000104",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000106",2022,"EMP","employed","answered",,"web",1
"P000106",2022,"INC","2350","answered",,"web",1
"P000106",2022,"LSAT","7","answered",,"web",1
"P000106",2022,"TRN","6","answered",,"web",1
"P000107",2022,"EMP","retired","answered",,"web",1
"P000107",2022,"INC",,"not_applicable","not_applicable","web",0
"P000107",2022,"LSAT","6","answered",,"web",1
"P000107",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000108",2022,"EMP","retired","answered",,"phone",1
"P000108",2022,"INC",,"not_applicable","not_applicable","phone",0
"P000108",2022,"LSAT","6","answered",,"phone",1
"P000108",2022,"TRN",,"not_applicable","not_applicable","phone",0
"P000109",2022,"EMP","employed","answered",,"web",1
"P000109",2022,"INC","1810","answered",,"web",1
"P000109",2022,"LSAT",,"no_answer","no_answer","web",0
"P000109",2022,"TRN","5","answered",,"web",1
"P000110",2022,"EMP","employed","answered",,"paper",1
"P000110",2022,"INC","5760","answered",,"paper",1
"P000110",2022,"LSAT","7","answered",,"paper",1
"P000110",2022,"TRN","3","answered",,"paper",1
"P000111",2022,"EMP","unemployed","answered",,"phone",1
"P000111",2022,"INC",,"not_applicable","not_applicable","phone",0
"P000111",2022,"LSAT","6","answered",,"phone",1
"P000111",2022,"TRN",,"not_applicable","not_applicable","phone",0
"P000112",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000112",2022,"INC",,"not_applicable","not_applicable","web",0
"P000112",2022,"LSAT","7","answered",,"web",1
"P000112",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000114",2022,"EMP","unemployed","answered",,"paper",1
"P000114",2022,"INC",,"not_applicable","not_applicable","paper",0
"P000114",2022,"LSAT","6","answered",,"paper",1
"P000114",2022,"TRN",,"not_applicable","not_applicable","paper",0
"P000115",2022,"EMP","retired","answered",,"web",1
"P000115",2022,"INC",,"not_applicable","not_applicable","web",0
"P000115",2022,"LSAT","6","answered",,"web",1
"P000115",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000116",2022,"EMP","not_in_labor_force","answered",,"paper",1
"P000116",2022,"INC",,"not_applicable","not_applicable","paper",0
"P000116",2022,"LSAT","6","answered",,"paper",1
"P000116",2022,"TRN",,"not_applicable","not_applicable","paper",0
"P000117",2022,"EMP","employed","answered",,"phone",1
"P000117",2022,"INC","1800","answered",,"phone",1
"P000117",2022,"LSAT","7","answered",,"phone",1
"P000117",2022,"TRN","7","answered",,"phone",1
"P000118",2022,"EMP","employed","answered",,"web",1
"P000118",2022,"INC","1690","answered",,"web",1
"P000118",2022,"LSAT","7","answered",,"web",1
"P000118",2022,"TRN","6","answered",,"web",1
"P000119",2022,"EMP","unemployed","answered",,"web",1
"P000119",2022,"INC",,"not_applicable","not_applicable","web",0
"P000119",2022,"LSAT","6","answered",,"web",1
"P000119",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000120",2022,"EMP","not_in_labor_force","answered",,"paper",1
"P000120",2022,"INC",,"not_applicable","not_applicable","paper",0
"P000120",2022,"LSAT",,"no_answer","no_answer","paper",0
"P000120",2022,"TRN",,"not_applicable","not_applicable","paper",0
"P000121",2022,"EMP","retired","answered",,"web",1
"P000121",2022,"INC",,"not_applicable","not_applicable","web",0
"P000121",2022,"LSAT","6","answered",,"web",1
"P000121",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000122",2022,"EMP","retired","answered",,"web",1
"P000122",2022,"INC",,"not_applicable","not_applicable","web",0
"P000122",2022,"LSAT","6","answered",,"web",1
"P000122",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000124",2022,"EMP","retired","answered",,"web",1
"P000124",2022,"INC",,"not_applicable","not_applicable","web",0
"P000124",2022,"LSAT","6","answered",,"web",1
"P000124",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000126",2022,"EMP","not_in_labor_force","answered",,"web",1
"P000126",2022,"INC",,"not_applicable","not_applicable","web",0
"P000126",2022,"LSAT","6","answered",,"web",1
"P000126",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000127",2022,"EMP","employed","answered",,"web",1
"P000127",2022,"INC","3520","answered",,"web",1
"P000127",2022,"LSAT","7","answered",,"web",1
"P000127",2022,"TRN","4","answered",,"web",1
"P000128",2022,"EMP","unemployed","answered",,"web",1
"P000128",2022,"INC",,"not_applicable","not_applicable","web",0
"P000128",2022,"LSAT","6","answered",,"web",1
"P000128",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000130",2022,"EMP","retired","answered",,"web",1
"P000130",2022,"INC",,"not_applicable","not_applicable","web",0
"P000130",2022,"LSAT","7","answered",,"web",1
"P000130",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000131",2022,"EMP","employed","answered",,"phone",1
"P000131",2022,"INC","1350","answered",,"phone",1
"P000131",2022,"LSAT","6","answered",,"phone",1
"P000131",2022,"TRN","4","answered",,"phone",1
"P000132",2022,"EMP","unemployed","answered",,"web",1
"P000132",2022,"INC",,"not_applicable","not_applicable","web",0
"P000132",2022,"LSAT","5","answered",,"web",1
"P000132",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000134",2022,"EMP","not_in_labor_force","answered",,"phone",1
"P000134",2022,"INC",,"not_applicable","not_applicable","phone",0
"P000134",2022,"LSAT","6","answered",,"phone",1
"P000134",2022,"TRN",,"not_applicable","not_applicable","phone",0
"P000135",2022,"EMP","unemployed","answered",,"phone",1
"P000135",2022,"INC",,"not_applicable","not_applicable","phone",0
"P000135",2022,"LSAT","6","answered",,"phone",1
"P000135",2022,"TRN",,"not_applicable","not_applicable","phone",0
"P000137",2022,"EMP","employed","answered",,"paper",1
"P000137",2022,"INC","3960","answered",,"paper",1
"P000137",2022,"LSAT","7","answered",,"paper",1
"P000137",2022,"TRN","5","answered",,"paper",1
"P000138",2022,"EMP","employed","answered",,"web",1
"P000138",2022,"INC","2400","answered",,"web",1
"P000138",2022,"LSAT","7","answered",,"web",1
"P000138",2022,"TRN","6","answered",,"web",1
"P000139",2022,"EMP","employed","answered",,"web",1
"P000139",2022,"INC","3280","answered",,"web",1
"P000139",2022,"LSAT","7","answered",,"web",1
"P000139",2022,"TRN","6","answered",,"web",1
"P000140",2022,"EMP","employed","answered",,"phone",1
"P000140",2022,"INC","1620","answered",,"phone",1
"P000140",2022,"LSAT","7","answered",,"phone",1
"P000140",2022,"TRN","9","answered",,"phone",1
"P000141",2022,"EMP","unemployed","answered",,"web",1
"P000141",2022,"INC",,"not_applicable","not_applicable","web",0
"P000141",2022,"LSAT","6","answered",,"web",1
"P000141",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000142",2022,"EMP","employed","answered",,"web",1
"P000142",2022,"INC","1040","answered",,"web",1
"P000142",2022,"LSAT","6","answered",,"web",1
"P000142",2022,"TRN","4","answered",,"web",1
"P000143",2022,"EMP","employed","answered",,"web",1
"P000143",2022,"INC","2560","answered",,"web",1
"P000143",2022,"LSAT","7","answered",,"web",1
"P000143",2022,"TRN","7","answered",,"web",1
"P000144",2022,"EMP","employed","answered",,"web",1
"P000144",2022,"INC","2100","answered",,"web",1
"P000144",2022,"LSAT","7","answered",,"web",1
"P000144",2022,"TRN","8","answered",,"web",1
"P000145",2022,"EMP","employed","answered",,"web",1
"P000145",2022,"INC","2010","answered",,"web",1
"P000145",2022,"LSAT","6","answered",,"web",1
"P000145",2022,"TRN","4","answered",,"web",1
"P000147",2022,"EMP","employed","answered",,"web",1
"P000147",2022,"INC","2060","answered",,"web",1
"P000147",2022,"LSAT","7","answered",,"web",1
"P000147",2022,"TRN","3","answered",,"web",1
"P000148",2022,"EMP","employed","answered",,"paper",1
"P000148",2022,"INC",,"no_answer","no_answer","paper",0
"P000148",2022,"LSAT","7","answered",,"paper",1
"P000148",2022,"TRN","6","answered",,"paper",1
"P000149",2022,"EMP","retired","answered",,"paper",1
"P000149",2022,"INC",,"not_applicable","not_applicable","paper",0
"P000149",2022,"LSAT","6","answered",,"paper",1
"P000149",2022,"TRN",,"not_applicable","not_applicable","paper",0
"P000150",2022,"EMP","retired","answered",,"web",1
"P000150",2022,"INC",,"not_applicable","not_applicable","web",0
"P000150",2022,"LSAT","6","answered",,"web",1
"P000150",2022,"TRN",,"not_applicable","not_applicable","web",0
"P000151",2022,"EMP","retired","answered",,"phone",1
"P000151",2022,"INC",,"not_applicable","not_applicable","phone",0
"P000151",2022,"LSAT","6","answered",,"phone",1
"P000151",2022,"TRN",,"not_applicable","not_applicable","phone",0
"P000152",2022,"EMP","employed","answered",,"web",1
"P000152",2022,"INC","2320","answered",,"web",1
"P000152",2022,"LSAT","7","answered",,"web",1
"P000152",2022,"TRN","6","answered",,"web",1
"P000154",2022,"EMP","employed","answered",,"web",1
"P000154",2022,"INC","1140","answered",,"web",1
"P000154",2022,"LSAT","6","answered",,"web",1
"P000154",2022,"TRN","7","answered",,"web",1
"P000155",2022,"EMP","retired","answered",,"web",1
"P000155",2022,"INC",,"not_applicable","not_applicable","web",0
"P000155",2022,"LSAT","6","answered",,"web",1
"P000155",2022,"TRN",,"not_applicable","not_applicable","web",0
